name,gene,NT1,NT2,NT3,NaP1,NaP2,NaP3
ENSB:5hOCRpIInl_OiQL,ENSB:5hOCRpIInl_OiQL,38,23,20,18,42,38
ENSB:4L2fuK06cGMq-cT,ENSB:4L2fuK06cGMq-cT,6,4,4,6,4,2
ENSB:wvFvVpk4xDBkHUt,ENSB:wvFvVpk4xDBkHUt,36,18,10,10,12,12
ENSB:qduFdNIAK1kkR5c,ENSB:qduFdNIAK1kkR5c,14,25,10,24,17,15
ENSB:2LocY4UAl6mIYZ5,ENSB:2LocY4UAl6mIYZ5,16,26,20,26,23,30
ENSB:-pgRkpDLhWT6ntO,ENSB:-pgRkpDLhWT6ntO,1,4,2,2,3,0
ENSB:nD3MjPoJa3ag4J6,ENSB:nD3MjPoJa3ag4J6,6,6,6,28,34,12
ENSB:hB290WZDPcKT0-y,ENSB:hB290WZDPcKT0-y,50,45,51,52,45,66
ENSB:2nmpN4eKhIgQyCP,ENSB:2nmpN4eKhIgQyCP,229,188,197,182,168,189
ENSB:mXPTZljgF3J-40E,ENSB:mXPTZljgF3J-40E,63,73,73,93,109,98
ENSB:7IFKTVjGWIV3AQS,ENSB:7IFKTVjGWIV3AQS,203,237,202,198,236,250
ENSB:h7SzoQWJPvIors9,ENSB:h7SzoQWJPvIors9,21,15,16,9,11,11
ENSB:OhmI2naJltA0Ue6,ENSB:OhmI2naJltA0Ue6,13,9,8,25,12,17
ENSB:WCz1igMcp3BRBrF,ENSB:WCz1igMcp3BRBrF,13,2,13,12,8,9
ENSB:hcNVR9wuLXwz79i,ENSB:hcNVR9wuLXwz79i,10,3,11,11,14,10
ENSB:lmcUflXQA-CLnhb,ENSB:lmcUflXQA-CLnhb,29,31,25,41,26,22
ENSB:1VGyLi7wO6ysl_h,ENSB:1VGyLi7wO6ysl_h,7,2,2,4,2,2
ENSB:kLRoT8I6R_peeuC,ENSB:kLRoT8I6R_peeuC,1,0,0,1,2,0
ENSB:o4KFVZr5mW3tvO_,ENSB:o4KFVZr5mW3tvO_,0,2,0,1,3,4
ENSB:0KvxmSofOot4SvO,ENSB:0KvxmSofOot4SvO,0,0,0,0,0,0
ENSB:icx_K3E44FWhPwA,ENSB:icx_K3E44FWhPwA,316,234,254,98,160,120
ENSB:C8fKqbmScRUrOQY,ENSB:C8fKqbmScRUrOQY,57,94,45,4,6,12
ENSB:QrcFjsEAhq3dJUQ,ENSB:QrcFjsEAhq3dJUQ,104,81,123,7,7,7
ENSB:iYPXPe8Q4vC9z_9,ENSB:iYPXPe8Q4vC9z_9,195,210,263,13,18,6
ENSB:SZxWyEJoJdtpGa2,ENSB:SZxWyEJoJdtpGa2,11,19,14,2,0,2
ENSB:Ffc4ei7VzTNCkPd,ENSB:Ffc4ei7VzTNCkPd,8,6,10,22,19,20
ENSB:zEswjdqvxQHU7LO,ENSB:zEswjdqvxQHU7LO,22,12,6,42,33,32
ENSB:aSM3PyCA69HGIpG,ENSB:aSM3PyCA69HGIpG,0,2,6,2,0,0
ENSB:Deb21EKClnSO7I8,ENSB:Deb21EKClnSO7I8,0,0,0,0,0,2
ENSB:Naocq9f1BEvSSie,ENSB:Naocq9f1BEvSSie,6,4,2,6,8,4
ENSB:ZKvOTAEgqrpLgYE,ENSB:ZKvOTAEgqrpLgYE,961,690,425,476,618,481
ENSB:vzBpLW17DDHS1AC,ENSB:vzBpLW17DDHS1AC,200,169,178,471,297,372
ENSB:yRf3lnjZM1YUrck,ENSB:yRf3lnjZM1YUrck,247,211,188,417,372,427
ENSB:39fSTbm2rxWNPVE,ENSB:39fSTbm2rxWNPVE,29,45,39,76,47,66
ENSB:U_MOCyCXTOijPZo,ENSB:U_MOCyCXTOijPZo,58,88,64,64,51,81
ENSB:XOHVH5UT1WLAuIc,ENSB:XOHVH5UT1WLAuIc,370,454,367,360,346,408
ENSB:sdpJBBHaSskVaR_,ENSB:sdpJBBHaSskVaR_,3,5,18,9,13,14
ENSB:FEDfdYPCSk9PZ6L,ENSB:FEDfdYPCSk9PZ6L,12,10,23,25,21,15
ENSB:dIUXKM0t8S3DMur,ENSB:dIUXKM0t8S3DMur,10,0,8,14,16,18
ENSB:5lh9Znk4vXmmprZ,ENSB:5lh9Znk4vXmmprZ,38,38,36,38,52,55
ENSB:UjAsA4GWDsuXhwE,ENSB:UjAsA4GWDsuXhwE,10,2,10,6,10,18
ENSB:KRCG5f_7B1NNsij,ENSB:KRCG5f_7B1NNsij,3,12,0,4,12,13
ENSB:0E75V6pJvsxFN3n,ENSB:0E75V6pJvsxFN3n,16,6,5,15,6,2
ENSB:ls6Zbv0xtjOVOqX,ENSB:ls6Zbv0xtjOVOqX,4,6,4,8,8,13
ENSB:3rzCsB79VBMPdVL,ENSB:3rzCsB79VBMPdVL,0,0,0,2,1,2
ENSB:y33O_SD3jIRJaUb,ENSB:y33O_SD3jIRJaUb,380,441,302,1368,1368,1319
ENSB:I8EFW_VFAWX8TOC,ENSB:I8EFW_VFAWX8TOC,4,1,4,2,4,0
ENSB:u-LTu1rHDN5ZoX2,ENSB:u-LTu1rHDN5ZoX2,14,8,5,7,11,11
ENSB:lq9Hu-EWxgd-3Nd,ENSB:lq9Hu-EWxgd-3Nd,46,48,59,63,56,41
ENSB:aOmS15sptUq-2bz,ENSB:aOmS15sptUq-2bz,32,45,60,39,34,42
ENSB:Gp_HLmxB7ux4RPm,ENSB:Gp_HLmxB7ux4RPm,5,5,2,4,4,6
ENSB:mQyHqBaGrQU9fhL,ENSB:mQyHqBaGrQU9fhL,2,0,2,1,2,2
ENSB:Jy1ksZmtTWwvhVK,ENSB:Jy1ksZmtTWwvhVK,0,0,0,0,0,0
ENSB:oJTY-ahnQbmh2AE,ENSB:oJTY-ahnQbmh2AE,0,2,0,0,0,0
ENSB:08ssCUM-kFI9sla,ENSB:08ssCUM-kFI9sla,8,4,2,2,24,8
ENSB:3-sgCUPrspo_n6B,ENSB:3-sgCUPrspo_n6B,6,8,9,8,18,16
ENSB:g56mhXPm63d2DUV,ENSB:g56mhXPm63d2DUV,0,0,2,1,1,1
ENSB:RBmnCglVq9fyC-O,ENSB:RBmnCglVq9fyC-O,3367,3543,1739,1808,2019,1802
ENSB:-Vu99gBfSMLPTxi,ENSB:-Vu99gBfSMLPTxi,55,91,107,74,86,55
ENSB:maNTFen2Bv-EERA,ENSB:maNTFen2Bv-EERA,44,48,66,54,42,52
ENSB:14fJbAR4koQBK0U,ENSB:14fJbAR4koQBK0U,296,317,276,566,546,543
ENSB:rn4XymRO7aldiuD,ENSB:rn4XymRO7aldiuD,6,6,4,14,12,10
ENSB:j-IJwAWlUnMZvoO,ENSB:j-IJwAWlUnMZvoO,6,6,2,10,20,20
ENSB:P01Vf95JoEucYWI,ENSB:P01Vf95JoEucYWI,10,14,4,28,34,22
ENSB:sU6M0O2Hm8nMuiI,ENSB:sU6M0O2Hm8nMuiI,554,586,834,1643,1544,1688
ENSB:uhgdaCO5kB207gb,ENSB:uhgdaCO5kB207gb,24,20,14,20,26,21
ENSB:vEIqorxoTJgcA0e,ENSB:vEIqorxoTJgcA0e,6,0,0,2,0,4
ENSB:zPV7GjCGaJWsZBF,ENSB:zPV7GjCGaJWsZBF,1,8,4,4,4,4
ENSB:MboCnTtSRto_CCe,ENSB:MboCnTtSRto_CCe,16,14,4,20,41,22
ENSB:9iMzGojcOw-hYIl,ENSB:9iMzGojcOw-hYIl,0,0,0,0,4,2
ENSB:nY2dsG1eJbziCTX,ENSB:nY2dsG1eJbziCTX,0,0,0,0,0,0
ENSB:-731YIKFTBkk6-b,ENSB:-731YIKFTBkk6-b,0,0,0,0,0,0
ENSB:mw2VabAVnRV9Rg-,ENSB:mw2VabAVnRV9Rg-,0,0,0,0,0,0
ENSB:E3EjIf3OlPhm7Qp,ENSB:E3EjIf3OlPhm7Qp,0,0,0,0,0,0
ENSB:6zwl22L31b59G_b,ENSB:6zwl22L31b59G_b,136,135,195,26,26,31
ENSB:jjsQlVi1I2Glshy,ENSB:jjsQlVi1I2Glshy,140,150,184,50,28,32
ENSB:K79BO8g4Su9QBfz,ENSB:K79BO8g4Su9QBfz,0,0,0,0,0,2
ENSB:NsGzTNgY3ZWeuIQ,ENSB:NsGzTNgY3ZWeuIQ,0,0,0,0,0,0
ENSB:DYmiEHmvoq_zXrW,ENSB:DYmiEHmvoq_zXrW,0,0,0,0,0,0
ENSB:5k6qBgWRCvF-ted,ENSB:5k6qBgWRCvF-ted,0,0,0,0,0,0
ENSB:r7WVc30hkOezj8u,ENSB:r7WVc30hkOezj8u,0,0,0,0,0,0
ENSB:kqc6lFRnzMMKUTa,ENSB:kqc6lFRnzMMKUTa,0,0,0,2,0,0
ENSB:suDx05MgQlcDlbc,ENSB:suDx05MgQlcDlbc,2,0,4,0,4,0
ENSB:uUXgsOwsz1970t6,ENSB:uUXgsOwsz1970t6,0,0,0,0,1,0
ENSB:M2EpyStW5fkncRh,ENSB:M2EpyStW5fkncRh,2,0,0,0,5,0
ENSB:QTHog2U2CuHM0op,ENSB:QTHog2U2CuHM0op,0,0,2,2,1,2
ENSB:2YDEzGAhTw03e2h,ENSB:2YDEzGAhTw03e2h,56,43,26,26,28,34
ENSB:-dRixXOQU32Xo_Q,ENSB:-dRixXOQU32Xo_Q,0,0,0,0,0,0
ENSB:oU3CWNU-C4O8ftR,ENSB:oU3CWNU-C4O8ftR,0,0,0,0,0,0
ENSB:yH354AS8SpkR5Uf,ENSB:yH354AS8SpkR5Uf,0,0,8,8,10,4
ENSB:pQo2Ti_mraJfWQb,ENSB:pQo2Ti_mraJfWQb,0,6,0,0,2,2
ENSB:SEpZOyckGnYOcwa,ENSB:SEpZOyckGnYOcwa,0,0,0,0,0,0
ENSB:Jl_9Ikl6jQYJWzi,ENSB:Jl_9Ikl6jQYJWzi,0,0,2,0,0,0
ENSB:0WxsRvRz1hSmazz,ENSB:0WxsRvRz1hSmazz,0,0,0,0,0,0
ENSB:Ivt7I2N05QaLVly,ENSB:Ivt7I2N05QaLVly,0,0,2,0,0,0
ENSB:Z7W8_wlpc2sqHem,ENSB:Z7W8_wlpc2sqHem,2,2,0,0,2,0
ENSB:QLhJDTdnrtMntZ_,ENSB:QLhJDTdnrtMntZ_,0,0,0,0,0,0
ENSB:MOIl0nC3ZDzbn5X,ENSB:MOIl0nC3ZDzbn5X,2,2,2,0,2,2
ENSB:Kvn0S6Ih5WUT_4h,ENSB:Kvn0S6Ih5WUT_4h,0,0,0,0,0,0
ENSB:hFIwMR1k3qeVX0b,ENSB:hFIwMR1k3qeVX0b,0,0,0,0,0,0
ENSB:3EdpV21PtjrC9Ez,ENSB:3EdpV21PtjrC9Ez,0,0,0,0,0,0
ENSB:ADmAX6PeApUW0RC,ENSB:ADmAX6PeApUW0RC,0,0,0,0,0,2
ENSB:5KAgTmp1HiNstzP,ENSB:5KAgTmp1HiNstzP,8,3,4,10,8,18
ENSB:d7qwWCtQ9CbPABj,ENSB:d7qwWCtQ9CbPABj,4,1,2,0,10,0
ENSB:YDzbl0_3BNEexsE,ENSB:YDzbl0_3BNEexsE,0,4,10,0,10,4
ENSB:2RqnR6alfTz8jTr,ENSB:2RqnR6alfTz8jTr,2,0,0,0,0,0
ENSB:B0inLctV50m8dan,ENSB:B0inLctV50m8dan,0,0,0,0,0,0
ENSB:t6gW_NzcDvZwcW6,ENSB:t6gW_NzcDvZwcW6,0,0,0,0,0,0
ENSB:Yd19l4JAQUlMWr9,ENSB:Yd19l4JAQUlMWr9,0,0,0,0,0,2
ENSB:6Lfg3NXOjev697T,ENSB:6Lfg3NXOjev697T,2,0,0,0,0,0
ENSB:AQNaYi4ItkGAL-z,ENSB:AQNaYi4ItkGAL-z,0,1,0,0,0,0
ENSB:rdwr7OZecNYdw8i,ENSB:rdwr7OZecNYdw8i,0,0,0,0,0,0
ENSB:eQ_egw2yVUvtBuh,ENSB:eQ_egw2yVUvtBuh,0,0,0,0,0,0
ENSB:2uEpk-4lHTHeE1g,ENSB:2uEpk-4lHTHeE1g,0,0,0,0,0,0
ENSB:8YUlY4Xvwa2EBg-,ENSB:8YUlY4Xvwa2EBg-,0,0,0,0,0,0
ENSB:4KMF6HOhuTXQhsS,ENSB:4KMF6HOhuTXQhsS,0,0,0,0,0,0
ENSB:WtQHo0Pw6sdFkp2,ENSB:WtQHo0Pw6sdFkp2,0,0,0,0,0,0
ENSB:IzFFeMMMVswckKJ,ENSB:IzFFeMMMVswckKJ,0,0,0,0,0,0
ENSB:9fCabvNiFvA0O4Q,ENSB:9fCabvNiFvA0O4Q,0,0,0,0,0,0
ENSB:-qlEgFf_iCXYJeL,ENSB:-qlEgFf_iCXYJeL,0,0,0,0,0,0
ENSB:RcGIb5gjH_BpRVS,ENSB:RcGIb5gjH_BpRVS,0,4,0,2,0,0
ENSB:y6e_iLu1r7GWPU8,ENSB:y6e_iLu1r7GWPU8,0,0,0,0,2,0
ENSB:dioer1Hfma9qfht,ENSB:dioer1Hfma9qfht,0,0,0,0,0,0
ENSB:TVc_avnAzCXQ6_L,ENSB:TVc_avnAzCXQ6_L,0,0,0,0,0,0
ENSB:7FiTmNSpfzVFgfE,ENSB:7FiTmNSpfzVFgfE,0,1,0,0,0,0
ENSB:SpvcdLJWJDzhyhI,ENSB:SpvcdLJWJDzhyhI,0,0,0,0,0,0
ENSB:BysKbD6NO2XNoVy,ENSB:BysKbD6NO2XNoVy,0,0,0,0,0,0
ENSB:AIY4-ydUbNsIFHT,ENSB:AIY4-ydUbNsIFHT,0,0,0,0,0,0
ENSB:2nigk5yh0fcdk45,ENSB:2nigk5yh0fcdk45,0,0,0,0,0,0
ENSB:dIPUMFUJrROJfCI,ENSB:dIPUMFUJrROJfCI,0,0,0,0,0,0
ENSB:9be7lvOSiy-h7w3,ENSB:9be7lvOSiy-h7w3,0,0,0,0,0,0
ENSB:EHfgfvhce2HrCUc,ENSB:EHfgfvhce2HrCUc,1,0,0,4,2,3
ENSB:wKvJBMqrrtSpVJQ,ENSB:wKvJBMqrrtSpVJQ,0,2,0,0,2,0
ENSB:hjkh4rf39I2U_7W,ENSB:hjkh4rf39I2U_7W,0,0,0,2,0,2
ENSB:EIrOepu2WdipJTK,ENSB:EIrOepu2WdipJTK,12,4,6,6,2,8
ENSB:kxxc7pQnDsNS1FN,ENSB:kxxc7pQnDsNS1FN,0,1,0,0,2,2
ENSB:SQiXUOixhCs3O59,ENSB:SQiXUOixhCs3O59,19,12,6,12,10,11
ENSB:Wt32YvgVu7KPvyP,ENSB:Wt32YvgVu7KPvyP,0,2,0,0,3,3
ENSB:oDgcDYw8quJ1Abi,ENSB:oDgcDYw8quJ1Abi,0,0,0,0,0,1
ENSB:y6H6y-nzN0Cv0Wv,ENSB:y6H6y-nzN0Cv0Wv,0,2,0,0,0,0
ENSB:HbAS5Q-NGtXsT18,ENSB:HbAS5Q-NGtXsT18,0,0,0,0,0,0
ENSB:SHj7Wo7xdgAnc7w,ENSB:SHj7Wo7xdgAnc7w,58,42,39,120,93,141
ENSB:5q_Xn6_wPOL-b6G,ENSB:5q_Xn6_wPOL-b6G,32,29,10,66,58,70
ENSB:CZZ_JlYC_iVSeK4,ENSB:CZZ_JlYC_iVSeK4,5,10,5,11,19,11
ENSB:gu6lKulrImi8_Lq,ENSB:gu6lKulrImi8_Lq,6,2,1,15,25,15
ENSB:xt3JVMtxChMUWtq,ENSB:xt3JVMtxChMUWtq,0,2,4,22,8,15
ENSB:qfqPdG2DtGnlCyE,ENSB:qfqPdG2DtGnlCyE,0,0,0,0,2,0
ENSB:ghqFIwg7PQpg99Y,ENSB:ghqFIwg7PQpg99Y,10,16,15,6,16,26
ENSB:7WS-K2oOALAI4TG,ENSB:7WS-K2oOALAI4TG,28,14,13,15,16,22
ENSB:jpDmVjqPn5WsKlX,ENSB:jpDmVjqPn5WsKlX,4,6,6,30,8,16
ENSB:rMsJeDgEsJvpZPZ,ENSB:rMsJeDgEsJvpZPZ,50,42,56,166,160,156
ENSB:9Qibjv0QHk8zdwK,ENSB:9Qibjv0QHk8zdwK,0,0,0,0,0,2
ENSB:L-mcwwNTohxZQ70,ENSB:L-mcwwNTohxZQ70,2,0,0,0,2,0
ENSB:ELa2eAG5NYtJyzO,ENSB:ELa2eAG5NYtJyzO,14,16,14,16,30,24
ENSB:6Dr5tQCV01qGRlf,ENSB:6Dr5tQCV01qGRlf,0,2,2,0,0,4
ENSB:nAdh54pZJprzybW,ENSB:nAdh54pZJprzybW,117,155,125,168,189,190
ENSB:xUGuuap3-Exs-lB,ENSB:xUGuuap3-Exs-lB,28,38,52,91,57,80
ENSB:IDUXOWm54wot7g3,ENSB:IDUXOWm54wot7g3,70,78,74,126,100,116
ENSB:hOTz77uwUMCua4n,ENSB:hOTz77uwUMCua4n,0,2,0,6,7,13
ENSB:wm473Yc3WQkzn5B,ENSB:wm473Yc3WQkzn5B,18,47,16,50,33,49
ENSB:Y-m6iXarKvg7CKA,ENSB:Y-m6iXarKvg7CKA,336,309,307,462,427,458
ENSB:FWvqWKiunJOl7Bu,ENSB:FWvqWKiunJOl7Bu,44,41,53,76,89,93
ENSB:Qz6UR-pLPzX7H2P,ENSB:Qz6UR-pLPzX7H2P,0,0,0,0,0,0
ENSB:iqNm0yfpUSWtspi,ENSB:iqNm0yfpUSWtspi,2,0,4,4,10,8
ENSB:JbzNN21iv4a2P1P,ENSB:JbzNN21iv4a2P1P,0,4,0,7,6,0
ENSB:2nmre6WLVmdEaRQ,ENSB:2nmre6WLVmdEaRQ,85,114,106,190,227,174
ENSB:U2C_PKy62F_tc1j,ENSB:U2C_PKy62F_tc1j,76,61,65,149,165,142
ENSB:HqlZ_sZzG9O_ii4,ENSB:HqlZ_sZzG9O_ii4,53,49,35,105,103,76
ENSB:MmcSMzeq595Nnxz,ENSB:MmcSMzeq595Nnxz,14,13,21,57,57,27
ENSB:34bb_HffWlKInOp,ENSB:34bb_HffWlKInOp,8,6,0,12,32,9
ENSB:UX4qhQ8p2iMOEvu,ENSB:UX4qhQ8p2iMOEvu,2,0,0,8,12,9
ENSB:RDePv5Gi7Y5vh7I,ENSB:RDePv5Gi7Y5vh7I,2,0,4,12,10,10
ENSB:qe_OweYXiE9W_3f,ENSB:qe_OweYXiE9W_3f,2,0,0,0,1,2
ENSB:Ce_xw3bpZR6zfYh,ENSB:Ce_xw3bpZR6zfYh,23,19,7,31,39,37
ENSB:uMKPTN2UpMh9PRu,ENSB:uMKPTN2UpMh9PRu,60,46,36,81,98,105
ENSB:lG3ZaRfqGxyNQkf,ENSB:lG3ZaRfqGxyNQkf,30,30,21,66,91,93
ENSB:rl2yeXM9fY_QZfT,ENSB:rl2yeXM9fY_QZfT,26,31,16,81,104,111
ENSB:X5inGqohyKi53QG,ENSB:X5inGqohyKi53QG,4,4,4,21,9,29
ENSB:lGMrmX5IlxpdZQV,ENSB:lGMrmX5IlxpdZQV,6,6,19,34,46,24
ENSB:FD2bPjLU8a-7Vs0,ENSB:FD2bPjLU8a-7Vs0,29,7,22,39,39,45
ENSB:2nYqL9JTVa-Eu2V,ENSB:2nYqL9JTVa-Eu2V,2,7,5,9,17,11
ENSB:e3uIaVbaq0nozc1,ENSB:e3uIaVbaq0nozc1,2,1,0,2,5,4
ENSB:j4vRWnEIViADeJR,ENSB:j4vRWnEIViADeJR,2,4,0,6,16,6
ENSB:Tmg7hVxGDW-m7Ot,ENSB:Tmg7hVxGDW-m7Ot,8,6,10,9,14,20
ENSB:tfZXe5lwsAqW_VP,ENSB:tfZXe5lwsAqW_VP,2,0,0,0,0,2
ENSB:7k7yzLTQMJkgfzc,ENSB:7k7yzLTQMJkgfzc,16,10,4,2,2,4
ENSB:OVuHJophTQBFwcF,ENSB:OVuHJophTQBFwcF,0,0,1,0,2,0
ENSB:mgQ8hZ31SojIXw5,ENSB:mgQ8hZ31SojIXw5,0,0,0,0,2,1
ENSB:KWLy23bkBoZrYn7,ENSB:KWLy23bkBoZrYn7,0,0,4,1,0,2
ENSB:PpxsQxGZuT3ngYm,ENSB:PpxsQxGZuT3ngYm,0,2,0,2,2,0
ENSB:7RXQN3Ajp0i3ujJ,ENSB:7RXQN3Ajp0i3ujJ,0,0,0,2,0,2
ENSB:CpyVEg8OJ-iiz4A,ENSB:CpyVEg8OJ-iiz4A,0,0,0,0,0,0
ENSB:jZYsWAH3xWSZgPI,ENSB:jZYsWAH3xWSZgPI,0,0,0,0,0,0
ENSB:mPb8o1bO47FYTQt,ENSB:mPb8o1bO47FYTQt,70,53,51,56,48,69
ENSB:pDWgk3sWU97crjk,ENSB:pDWgk3sWU97crjk,10,4,10,28,16,18
ENSB:1hjVZTVTjyCdg9H,ENSB:1hjVZTVTjyCdg9H,12,10,14,26,44,40
ENSB:3tnIOmmfY9KONiW,ENSB:3tnIOmmfY9KONiW,2,2,0,6,9,4
ENSB:yU0R3kqkuHYoWlI,ENSB:yU0R3kqkuHYoWlI,19,22,17,66,74,108
ENSB:0P1rueY9GrFM3bH,ENSB:0P1rueY9GrFM3bH,0,2,5,24,18,10
ENSB:RsSBYy2077c01vU,ENSB:RsSBYy2077c01vU,29,43,16,117,95,97
ENSB:GzKal1lF1kgKhVU,ENSB:GzKal1lF1kgKhVU,7,9,12,52,52,22
ENSB:KuvI3yD4Mjcunp3,ENSB:KuvI3yD4Mjcunp3,2,0,4,18,13,13
ENSB:X8W7PTDqqzaY2WV,ENSB:X8W7PTDqqzaY2WV,10,2,3,10,7,8
ENSB:5ZfYzJdCtDursjj,ENSB:5ZfYzJdCtDursjj,0,0,0,0,0,0
ENSB:5hICeGqhE-MFBDj,ENSB:5hICeGqhE-MFBDj,0,0,0,0,0,0
ENSB:himmnVcHW16IQ4s,ENSB:himmnVcHW16IQ4s,0,0,0,0,0,0
ENSB:5TGerKUx3F5kiJj,ENSB:5TGerKUx3F5kiJj,0,0,0,0,0,0
ENSB:gsYlIro-jDINlVb,ENSB:gsYlIro-jDINlVb,2,0,0,1,0,0
ENSB:eb60RaKvVqymyGI,ENSB:eb60RaKvVqymyGI,0,14,0,0,0,2
ENSB:eeEbOOCl8ek5K8p,ENSB:eeEbOOCl8ek5K8p,24,7,16,30,14,41
ENSB:t56JpOj1cUD2pTe,ENSB:t56JpOj1cUD2pTe,6,17,11,26,13,14
ENSB:Le08uwsT81DRR46,ENSB:Le08uwsT81DRR46,12,10,16,18,8,12
ENSB:Rf7lBTxFlsvnEzQ,ENSB:Rf7lBTxFlsvnEzQ,6,12,14,24,20,4
ENSB:FyjI_JuuYziHM-R,ENSB:FyjI_JuuYziHM-R,3,2,2,0,4,4
ENSB:Lj7f_WlNnnYWCl2,ENSB:Lj7f_WlNnnYWCl2,5,4,0,9,12,14
ENSB:McKYYiQN_ZZXGYQ,ENSB:McKYYiQN_ZZXGYQ,49,36,68,73,72,76
ENSB:3C72beVriiv95lZ,ENSB:3C72beVriiv95lZ,546,570,624,398,386,422
ENSB:Ofhvlxhxs_8um7G,ENSB:Ofhvlxhxs_8um7G,0,0,0,2,0,0
ENSB:8gdgFlyuT36yzLJ,ENSB:8gdgFlyuT36yzLJ,4,0,2,16,6,6
ENSB:iF8oXoohxgmcYuZ,ENSB:iF8oXoohxgmcYuZ,0,8,0,2,6,2
ENSB:v2sgGP96oxMXEBo,ENSB:v2sgGP96oxMXEBo,26,27,30,24,26,34
ENSB:WTo2iJ59yrAsZ8z,ENSB:WTo2iJ59yrAsZ8z,18,26,30,35,28,31
ENSB:9hislFAGuDTGofV,ENSB:9hislFAGuDTGofV,25,22,22,42,50,38
ENSB:gjmLeLM530jR5YM,ENSB:gjmLeLM530jR5YM,17,4,7,20,19,20
ENSB:6pi6Kfw0P7Ce5-j,ENSB:6pi6Kfw0P7Ce5-j,57,63,56,128,172,145
ENSB:AsjE7GMKjKuIf1_,ENSB:AsjE7GMKjKuIf1_,15,20,16,49,47,43
ENSB:pZWLtpLc7ly8UFE,ENSB:pZWLtpLc7ly8UFE,22,22,17,70,44,37
ENSB:5KpoGQiYOVcVPgo,ENSB:5KpoGQiYOVcVPgo,6,10,6,17,26,28
ENSB:ew2_Sj7660OUjIe,ENSB:ew2_Sj7660OUjIe,238,203,213,105,93,82
ENSB:zMPMdGgJKCKqbHV,ENSB:zMPMdGgJKCKqbHV,11,4,15,9,13,11
ENSB:iqXmD97rP-fTypK,ENSB:iqXmD97rP-fTypK,36,40,24,54,35,60
ENSB:ZgZ07QsCeDYD-wy,ENSB:ZgZ07QsCeDYD-wy,6,3,4,6,4,11
ENSB:VvIr1gtZkfNipth,ENSB:VvIr1gtZkfNipth,6,3,5,3,9,15
ENSB:bKOWPwTq7SYM4IR,ENSB:bKOWPwTq7SYM4IR,3,9,6,24,19,21
ENSB:4rk8er6OxTHM4BK,ENSB:4rk8er6OxTHM4BK,31,26,16,41,50,56
ENSB:BbkjbewwvboA-Ab,ENSB:BbkjbewwvboA-Ab,407,468,651,1296,905,1059
ENSB:xDezYOsQioRdiEw,ENSB:xDezYOsQioRdiEw,673,553,679,1802,1451,1393
ENSB:Ib8WucIOHDNY0QH,ENSB:Ib8WucIOHDNY0QH,175,206,323,806,484,602
ENSB:gPvNoICPRsGd4jC,ENSB:gPvNoICPRsGd4jC,22,14,12,10,0,20
ENSB:HvH44HUL1GSMuNg,ENSB:HvH44HUL1GSMuNg,4,6,4,23,16,6
ENSB:5PeecsI2VQBYHF9,ENSB:5PeecsI2VQBYHF9,2,5,6,4,10,6
ENSB:pd_dvvODyA6i6QS,ENSB:pd_dvvODyA6i6QS,12,14,15,43,27,34
ENSB:XZSP6uglZ-Lox32,ENSB:XZSP6uglZ-Lox32,20,19,19,55,62,39
ENSB:_KP18xxUrx8Pva8,ENSB:_KP18xxUrx8Pva8,197,195,186,506,490,512
ENSB:CcaHglvbX-dui28,ENSB:CcaHglvbX-dui28,27,48,41,123,150,158
ENSB:XLMTSIUNcnt7sxB,ENSB:XLMTSIUNcnt7sxB,18,44,15,52,82,79
ENSB:-avEpNsjfJf7FJS,ENSB:-avEpNsjfJf7FJS,0,0,2,0,4,0
ENSB:4v3Vh3YHWBUhBh7,ENSB:4v3Vh3YHWBUhBh7,14,24,16,24,20,16
ENSB:0PfInSYOHLAkHZ4,ENSB:0PfInSYOHLAkHZ4,14,4,8,18,6,8
ENSB:EFFzAZTJxu6pCt2,ENSB:EFFzAZTJxu6pCt2,0,0,0,4,2,0
ENSB:yGCiZi0OlbEoFKv,ENSB:yGCiZi0OlbEoFKv,2,2,0,6,0,3
ENSB:vzWcT-WwhyE2kn4,ENSB:vzWcT-WwhyE2kn4,8,4,2,3,6,8
ENSB:6wwnZh1nRmhugMA,ENSB:6wwnZh1nRmhugMA,0,0,2,6,6,8
ENSB:BWDzepNH6TxQ3rJ,ENSB:BWDzepNH6TxQ3rJ,14,5,0,17,14,20
ENSB:KLMfL7EgmdsbXkO,ENSB:KLMfL7EgmdsbXkO,7,8,6,10,25,18
ENSB:idaA7QSnKgmEp0s,ENSB:idaA7QSnKgmEp0s,15,11,11,20,25,14
ENSB:FSXqTvqZ7TO0JtQ,ENSB:FSXqTvqZ7TO0JtQ,6,1,6,0,11,6
ENSB:sKQLOwT0GwzxGqE,ENSB:sKQLOwT0GwzxGqE,0,1,0,0,0,1
ENSB:DPD5V-zInGPoj92,ENSB:DPD5V-zInGPoj92,1,0,2,2,0,6
ENSB:29zS70rUHhD5E71,ENSB:29zS70rUHhD5E71,6,4,8,6,4,7
ENSB:7lqUckVQ_kTW5t1,ENSB:7lqUckVQ_kTW5t1,4,8,4,16,9,15
ENSB:YC7s3ObVaZofXpm,ENSB:YC7s3ObVaZofXpm,6,4,2,8,5,7
ENSB:R-G8xO-aieg0yz4,ENSB:R-G8xO-aieg0yz4,0,0,0,0,0,0
